Old,New,productname,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g,nutrition-score-fr_100g,new_scores,new_nutri_grades,utility_1,utility_2,utility_3,utility_4,utility_5,utility_6
459,311,Chips craquantes,c,2272.0,3.1,0.5,5.5,5.5,0.44,8.0,12.666667,c,0.0,0.42857143,2.4285714,1.952381,6.3809524,1.4761905
609,312,Boisson Saveur Cranberry,e,175.0,0.0,10.0,0.0,0.0,0.0,13.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
22,313,Pistaches grillees salees,d,2614.0,6.3,6.9,8.6,24.0,0.336,12.0,12.238095,c,0.0,0.42857143,1.3809524,1.952381,6.9047619,1.5714286
2316,314,Genoises coeur a  la poire nappage chocolat noir,d,1601.0,6.0,52.0,2.0,3.0,0.06,17.0,10.619048,c,1.3809524,0.42857143,0.0,0.42857143,5.2380952,3.1428571
3494,315,Pulpe de tomates pelees en des,a,0.0,0.01,3.0,1.1,1.4,0.02,-6.0,17.47619,a,3.6666667,3.047619,2.4285714,0.0,5.1904762,3.1428571
1187,316,Lait de coco,d,778.0,16.0,2.0,0.0,1.5,0.02,12.0,13.238095,b,2.4761905,0.0,2.4285714,0.0,5.1904762,3.1428571
2152,317,Galette au ble a lâ€™italienne,a,728.0,2.1,2.3,4.5,16.0,0.276,-2.0,17.380952,a,3.047619,0.42857143,2.4285714,1.952381,6.9047619,2.6190476
3005,318,Lait demi ecreme,b,192.0,1.0,4.8,0.0,3.2,0.04,0.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,5.2380952,3.1428571
2754,319,Galletas de mantequilla  tableta chocolate blanco,e,2084.0,15.0,41.0,1.5,5.8,0.32,27.0,9.4285714,c,1.047619,0.0,0.0,0.42857143,6.3809524,1.5714286
52,320,Puree aux carottes,b,238.0,1.3,4.2,2.6,1.0,0.272,2.0,14.47619,b,3.047619,1.4761905,2.4285714,1.0952381,3.8095238,2.6190476
2029,321,Taboule fruits secs tomate,b,803.0,0.8,5.0,3.4,4.8,0.268,0.0,18.142857,a,2.4761905,2.2857143,2.4285714,1.952381,6.3809524,2.6190476
356,322,Coquillette - Pates d'alsace,b,1519.0,1.2,3.0,0.0,15.0,0.04,0.0,15.333333,b,1.3809524,1.4761905,2.4285714,0.0,6.9047619,3.1428571
4974,323,Petits fromages frais de chevre Nature Bio Carrefour,c,841.0,11.0,2.2,0.5,13.0,0.32,10.0,13.809524,b,2.4761905,0.42857143,2.4285714,0.0,6.9047619,1.5714286
4031,324,Mogettes cuisinees a  l'ancienne,a,0.0,0.2,1.5,4.1,5.2,0.384,-3.0,19.047619,a,3.6666667,3.047619,2.4285714,1.952381,6.3809524,1.5714286
1927,325,Pate brisee,d,1711.0,11.0,3.0,0.0,5.7,0.356,18.0,11.857143,c,1.047619,0.42857143,2.4285714,0.0,6.3809524,1.5714286
2000,326,Cintas nido espinaca,a,1536.0,0.5,3.1,4.0,13.0,0.024,-5.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
102,327,Endives,a,75.0,0.0,2.0,1.1,0.9,0.136,-5.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
321,328,Pommes de terre Vapeur-Raclette Gratin-Rissolees Carrefour,a,339.0,0.02,0.2,0.0,1.9,0.0,-5.0,16.857143,b,3.047619,3.047619,2.4285714,0.0,5.1904762,3.1428571
3875,329,Gouda Holland,d,1651.0,23.0,0.1,0.0,25.0,0.76,17.0,10.380952,c,1.047619,0.0,2.4285714,0.0,6.9047619,0.0
2711,330,Sauce vinaigrette aux tomates sechees,e,1983.0,5.6,2.9,0.0,0.8,1.08,20.0,7.7142857,d,1.047619,0.42857143,2.4285714,0.0,3.8095238,0.0
4457,331,Feves,a,188.0,0.0,0.0,4.7,5.0,0.01016,-12.0,20.0,a,3.047619,3.047619,2.4285714,1.952381,6.3809524,3.1428571
2347,332,Champignons de Paris,a,79.0,0.0,0.5,3.2,2.6,0.232,-2.0,18.952381,a,3.6666667,3.047619,2.4285714,1.952381,5.2380952,2.6190476
5297,333,Riz au lait  nature,b,532.0,1.8,13.4,0.0,3.4,0.072,2.0,14.285714,b,3.047619,1.4761905,1.2857143,0.0,5.8571429,2.6190476
3877,334,Coco'Liss,e,1777.0,15.0,33.0,2.1,6.2,0.144,21.0,11.142857,c,1.047619,0.0,0.0,1.0952381,6.3809524,2.6190476
2247,335,Filets de maquereaux marines au muscadet et aux 5 aromates,c,929.0,4.5,1.7,1.0,12.0,0.296,3.0,14.857143,b,2.4761905,0.42857143,2.4285714,0.0,6.9047619,2.6190476
5405,336,Saucisses fumees a  griller,d,1071.0,8.1,1.0,0.0,19.0,0.72,18.0,12.571429,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
4789,337,XÂ´trem chocolat noisettes,d,1858.0,3.1,29.0,5.5,6.3,0.248,11.0,12.428571,c,1.047619,0.42857143,0.0,1.952381,6.3809524,2.6190476
665,338,Stylesse Chocolat Noir,c,1697.0,3.9,22.0,6.3,7.4,0.248,9.0,13.285714,b,1.047619,0.42857143,0.85714286,1.952381,6.3809524,2.6190476
5002,339,"Pamplemousse Rose, 100 % Pur Fruit Presse",c,151.0,0.0,8.5,0.0,0.0,0.0,2.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
313,340,Clementine 100% pur jus,c,159.0,0.0,9.5,0.0,0.0,0.0,3.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
2302,341,Le Moelleux 10 Haches au boeuf*,c,827.0,7.3,0.7,1.2,15.0,0.176,4.0,14.857143,b,2.4761905,0.42857143,2.4285714,0.0,6.9047619,2.6190476
1538,342,Iced tea melocton,d,96.0,0.1,5.4,0.0,0.5,0.012,8.0,15.047619,b,3.6666667,3.047619,1.3809524,0.0,3.8095238,3.1428571
956,343,Confiture Fraise,d,1021.0,0.0,59.0,1.1,0.0,0.0,11.0,8.5714286,d,2.3809524,3.047619,0.0,0.0,0.0,3.1428571
1265,344,Terrine de campagne rotie au four,e,1385.0,11.0,2.0,0.0,15.0,0.6,20.0,11.571429,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
1781,345,Meule fruitee,d,1745.0,24.0,0.0,0.0,27.0,0.52,15.0,11.380952,c,1.047619,0.0,2.4285714,0.0,6.9047619,1.0
1033,346,Yaourt a  boire  aromatise,b,297.0,0.8,12.0,0.0,2.7,0.04,1.0,15.0,b,3.047619,2.2857143,1.2857143,0.0,5.2380952,3.1428571
1100,347,Cuisses de poulet avec portion de dos au paprika,b,807.0,4.1,0.0,3.0,18.0,0.356,1.0,15.761905,b,2.4761905,0.42857143,2.4285714,1.952381,6.9047619,1.5714286
3286,348,Boulettes au soja Tomate Basilic,a,711.0,0.9,4.1,5.5,14.0,0.356,-5.0,17.380952,a,3.047619,1.4761905,2.4285714,1.952381,6.9047619,1.5714286
717,349,Ravioli Boeuf,b,1088.0,2.9,2.0,2.5,8.4,0.344,1.0,14.285714,b,2.3809524,0.42857143,2.4285714,1.0952381,6.3809524,1.5714286
3241,350,Craªpes Champignons,b,481.0,0.9,3.2,1.1,5.0,0.312,0.0,14.904762,b,3.047619,1.4761905,2.4285714,0.0,6.3809524,1.5714286
4179,351,Huile de Coco Tournesol et Colza,d,3464.0,21.0,0.0,0.0,0.0,0.0,13.0,5.5714286,d,0.0,0.0,2.4285714,0.0,0.0,3.1428571
3870,352,Jus d'Ananas a  base de concentre,c,200.0,0.0,11.0,0.0,0.5,0.0,5.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
2909,353,Pain de campagne,c,1025.0,0.1,0.7,0.0,7.2,0.548,5.0,14.666667,b,2.3809524,3.047619,2.4285714,0.0,6.3809524,0.42857143
1292,354,Terrine de campagne traditionnelle rotie au fout bio,e,1385.0,11.0,0.9,0.0,15.0,0.6,20.0,11.571429,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
4464,355,Mayonnaise a  la moutarde de Dijon,e,3113.0,6.5,1.5,0.0,1.6,0.52,20.0,9.047619,c,-1.110223e-15,0.42857143,2.4285714,0.0,5.1904762,1.0
3341,356,Escalope de dinde* viennoise halal * a  partir de viande de dinde reconstituee,c,875.0,1.3,0.9,1.2,15.0,0.72,4.0,13.714286,b,2.4761905,1.4761905,2.4285714,0.0,6.9047619,0.42857143
185,357,Petits pois carottes  Extra fins,a,211.0,0.1,3.7,4.1,2.8,0.2,-5.0,18.333333,a,3.047619,3.047619,2.4285714,1.952381,5.2380952,2.6190476
2147,358,Saucisson sec -40% de matieres grasses,e,1301.0,6.6,1.7,0.0,31.0,1.88,19.0,11.142857,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
1320,359,Bagel Poulet Crudites,c,862.0,2.07,4.41,1.79,8.97,0.528,3.0,13.0,b,2.4761905,0.42857143,2.4285714,0.42857143,6.8095238,0.42857143
1300,360,Emmental Rape,d,1636.0,19.0,0.3,0.0,29.0,0.2,11.0,13.333333,b,1.3809524,0.0,2.4285714,0.0,6.9047619,2.6190476
1046,361,Yaourt a  boire  Fraise,b,275.0,0.7,11.0,0.0,2.5,0.04,1.0,15.714286,b,3.047619,3.047619,1.2857143,0.0,5.1904762,3.1428571
1555,362,Lait Demi ecreme,b,188.0,1.0,4.7,0.0,3.2,0.052,0.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,5.2380952,3.1428571
2615,363,Moulages de paques,e,2351.0,22.0,50.0,2.3,6.3,0.072,25.0,10.095238,c,0.0,0.0,0.0,1.0952381,6.3809524,2.6190476
2341,364,Tapenade noire,d,1209.0,3.8,0.2,2.2,2.4,1.16,14.0,11.52381,c,2.3809524,0.42857143,2.4285714,1.0952381,5.1904762,0.0
1368,365,Yaourts Aux Fruits,c,392.0,1.8,14.0,0.0,3.2,0.04,4.0,14.190476,b,3.047619,1.4761905,1.2857143,0.0,5.2380952,3.1428571
2565,366,Double Concentre de tomates (28%) l\'Intense,b,339.0,0.0,14.0,1.9,4.2,0.44,0.0,15.666667,b,3.047619,3.047619,1.2857143,0.42857143,6.3809524,1.4761905
191,367,Sans sucres ajoutes* *Contient des sucres naturellement presents,a,225.0,0.0,11.0,1.7,0.0,0.016,-4.0,10.952381,c,3.047619,3.047619,1.2857143,0.42857143,0.0,3.1428571
5175,368,Chips craquantes gout Creme Oignon,d,2265.0,3.1,2.0,4.5,6.1,0.559816,11.0,11.619048,c,-6.6613381e-16,0.42857143,2.4285714,1.952381,6.3809524,0.42857143
3541,369,Cappuccino,d,1600.0,4.7,59.0,2.1,9.3,0.192,18.0,12.428571,c,1.3809524,0.42857143,0.0,1.0952381,6.9047619,2.6190476
1220,370,Asperges blanches grosses,a,62.0,0.0,1.5,1.4,1.2,0.3,-3.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
32,371,Jambon de Paris,c,460.0,1.1,1.5,0.0,19.0,0.56,3.0,14.285714,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.42857143
2181,372,Framboises Entieres,a,188.0,0.0,4.3,6.7,1.4,0.004,-10.0,18.809524,a,3.047619,3.047619,2.4285714,1.952381,5.1904762,3.1428571
5278,373,5 mini-cakes aux pepites de chocolat Bio,d,1958.0,2.7,32.0,2.5,12.0,0.2,14.0,12.095238,c,1.047619,0.42857143,0.0,1.0952381,6.9047619,2.6190476
1298,374,Terrine de campagne traditionnelle,e,1385.0,11.0,0.9,0.0,15.0,0.6,20.0,11.571429,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
4253,375,Cannellonis a  la bolognaise,c,565.0,2.5,2.8,0.7,4.7,0.32,4.0,13.857143,b,3.047619,0.42857143,2.4285714,0.0,6.3809524,1.5714286
1348,376,Boisson riz,b,201.0,0.1,3.8,0.0,0.0,0.02,0.0,11.666667,c,3.047619,3.047619,2.4285714,0.0,0.0,3.1428571
306,377,Mozzarella,c,1011.0,13.0,0.7,0.0,18.0,0.2,10.0,14.333333,b,2.3809524,0.0,2.4285714,0.0,6.9047619,2.6190476
2034,378,Haricots Plats Coupes 1 Kilo,a,121.0,0.0,1.8,1.7,1.7,0.008,-7.0,17.904762,a,3.6666667,3.047619,2.4285714,0.42857143,5.1904762,3.1428571
2945,379,epinards en branches En portions,a,139.0,0.2,0.0,3.7,4.0,0.016,-10.0,20.0,a,3.047619,3.047619,2.4285714,1.952381,6.3809524,3.1428571
1347,380,Jambon Superieur sans Couenne,c,481.0,1.1,0.6,0.0,21.0,0.6,3.0,14.285714,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.42857143
5394,381,Rosette de Lyon finement tranchee,e,1391.0,12.0,0.7,1.0,27.0,1.68,23.0,10.714286,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.0
439,382,Fromage rapes special gratin,d,1619.0,20.0,0.0,0.0,27.0,0.3,12.0,13.333333,b,1.3809524,0.0,2.4285714,0.0,6.9047619,2.6190476
2028,383,Galettes de Riz,c,1452.0,0.2,0.5,1.7,2.1,0.68,10.0,12.904762,c,1.3809524,3.047619,2.4285714,0.42857143,5.1904762,0.42857143
2520,384,Flageolets Extra fins,a,364.0,0.1,0.5,5.9,5.4,0.324,-4.0,18.428571,a,3.047619,3.047619,2.4285714,1.952381,6.3809524,1.5714286
3190,385,Poulet basquaise,b,430.0,1.5,2.6,1.2,6.4,0.34,1.0,14.904762,b,3.047619,1.4761905,2.4285714,0.0,6.3809524,1.5714286
3882,386,Olives a  la farce aux poivrons,c,649.0,3.1,0.0,3.9,1.0,1.28,10.0,11.666667,c,3.047619,0.42857143,2.4285714,1.952381,3.8095238,0.0
5599,387,Mayonnaise a  la moutarde de Dijon,d,2782.0,5.7,1.9,0.2,1.4,0.4064,17.0,9.5238095,c,0.0,0.42857143,2.4285714,0.0,5.1904762,1.4761905
4966,388,Saucisson Sec Pur Porc Bio,e,1674.0,11.0,1.0,0.0,32.0,1.96,24.0,10.809524,c,1.047619,0.42857143,2.4285714,0.0,6.9047619,0.0
1198,389,Thon listao entier a  l'huile d'olive vierge extra,b,661.0,0.5,0.0,0.0,26.0,0.48,1.0,16.857143,b,3.047619,3.047619,2.4285714,0.0,6.9047619,1.4285714
322,390,Ravioli gorgonzola et noix,d,1255.0,4.6,1.9,0.0,11.0,0.44,11.0,12.619048,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,1.4761905
1106,391,Limonade,e,126.0,0.0,7.4,0.5,0.1,0.004,10.0,11.142857,c,3.6666667,3.047619,1.2857143,0.0,0.0,3.1428571
5517,392,Mini pipe (Al dente 6 min),a,1538.0,0.3,3.0,2.5,12.0,0.0,-3.0,18.0,a,1.3809524,3.047619,2.4285714,1.0952381,6.9047619,3.1428571
4237,393,Noix de Cajou,d,2439.0,9.2,4.6,3.2,18.0,0.0,14.0,14.857143,b,0.0,0.42857143,2.4285714,1.952381,6.9047619,3.1428571
1758,394,Saumon fume  norvege,d,753.0,1.5,0.0,0.5,22.0,1.2,13.0,13.285714,b,2.4761905,1.4761905,2.4285714,0.0,6.9047619,0.0
3985,395,Pates de fruits aromatisees,c,0.0,0.4,68.0,1.3,0.4,0.104,5.0,9.3333333,c,3.6666667,3.047619,0.0,0.0,0.0,2.6190476
5235,396,Les Palets Bretons,e,2167.0,18.0,25.0,1.5,6.0,0.24,22.0,9.4285714,c,0.0,0.0,0.0,0.42857143,6.3809524,2.6190476
2543,397,Croissant Ordinaire X4,d,1720.0,5.0,12.0,0.0,5.89,0.0,11.0,12.285714,c,1.047619,0.42857143,1.2857143,0.0,6.3809524,3.1428571
2453,398,Soucoup' acid,d,1556.0,0.1,53.0,0.0,0.1,0.368,18.0,6.0,d,1.3809524,3.047619,0.0,0.0,0.0,1.5714286
983,399,"Galettes epinard, pois, emmental",a,657.0,2.3,0.7,2.2,16.0,0.36,-1.0,15.47619,b,3.047619,0.42857143,2.4285714,1.0952381,6.9047619,1.5714286
3214,400,Raclette Ail,d,1370.0,18.0,0.5,0.0,23.0,0.68,16.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
720,401,Buche de chevre,d,1213.0,16.0,0.0,0.0,20.0,0.68,15.0,12.142857,c,2.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
3944,402,Les Galettes Pepites de chocolat,e,2114.0,11.0,31.0,3.4,6.7,0.312,22.0,10.333333,c,0.0,0.42857143,0.0,1.952381,6.3809524,1.5714286
178,403,Olives vertes en rondelles,d,519.0,2.0,0.0,0.0,0.8,1.4,12.0,9.7142857,c,3.047619,0.42857143,2.4285714,0.0,3.8095238,0.0
1482,404,Mascarpone,d,1640.0,28.0,3.0,0.0,4.5,0.032,12.0,13.0,b,1.047619,0.0,2.4285714,0.0,6.3809524,3.1428571
5594,405,Crackers,e,1974.0,8.7,57.0,1.4,7.2,1.016,32.0,7.8571429,d,1.047619,0.42857143,0.0,0.0,6.3809524,0.0
1564,406,Pain au chocolat,d,3033.0,4.8,7.6,0.0,2.2,0.0,14.0,10.047619,c,0.0,0.42857143,1.2857143,0.0,5.1904762,3.1428571
838,407,Lait des plaines de La Loire,b,195.0,1.0,4.8,0.5,3.2,0.052,0.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,5.2380952,3.1428571
3923,408,Pain de mie  Extra Moelleux,c,1157.0,0.5,5.3,2.6,7.9,0.48,3.0,15.714286,b,2.3809524,3.047619,1.3809524,1.0952381,6.3809524,1.4285714
4560,409,Rosette de Lyon,e,1226.0,8.5,1.0,0.0,29.0,1.6,21.0,11.142857,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
5120,410,Tagliatelles au surimi pointe d'aneth,c,749.0,1.5,0.1,1.4,4.3,0.4,4.0,14.809524,b,3.047619,1.4761905,2.4285714,0.0,6.3809524,1.4761905
2246,411,Jus De Raisin Blanc,d,259.0,0.0,15.0,0.0,0.0,0.0,9.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
1745,412,Huile vegetaleSpeciale Friture,c,3404.0,8.8,0.0,0.0,0.0,0.0,10.0,6.0,d,0.0,0.42857143,2.4285714,0.0,0.0,3.1428571
3762,413,La Pizza Jambon Fromage,c,957.0,3.4,2.1,1.9,11.0,0.56,10.0,13.095238,b,2.4761905,0.42857143,2.4285714,0.42857143,6.9047619,0.42857143
1459,414,Sauce barbecue,d,506.0,0.1,24.0,1.2,1.1,0.88,14.0,9.9047619,c,3.047619,3.047619,0.0,0.0,3.8095238,0.0
4452,415,Pain Coupiaguette,b,1125.0,0.14,2.0,0.0,9.2,0.444,2.0,16.190476,b,2.3809524,3.047619,2.4285714,0.0,6.9047619,1.4285714
0,416,Les evasions Poulet Satay et son riz,b,590.0,0.5,5.5,1.8,6.2,0.236,0.0,16.904762,b,3.047619,3.047619,1.3809524,0.42857143,6.3809524,2.6190476
4775,417,Biscuits nappes chocolat au lait,e,2067.0,12.0,26.0,3.0,8.3,0.26,20.0,12.0,c,1.047619,0.0,0.0,1.952381,6.3809524,2.6190476
220,418,Spaghetti,a,1458.0,0.5,3.5,3.0,12.0,0.012,-4.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
2888,419,Barre de cereales,e,1720.0,6.4,34.0,0.0,5.5,0.176,19.0,10.47619,c,1.047619,0.42857143,0.0,0.0,6.3809524,2.6190476
4345,420,Chocolat Blanc aux eclats de Biscuits,e,2264.0,20.0,53.0,0.6,6.3,0.132,27.0,9.0,c,0.0,0.0,0.0,0.0,6.3809524,2.6190476
5348,421,Marbres au chocolat,d,1818.0,2.9,25.0,2.1,5.9,0.39624,14.0,10.428571,c,1.047619,0.42857143,0.0,1.0952381,6.3809524,1.4761905
2690,422,"oufs  cereales  croustillantes chocolat  lait, noir, blanc",e,2151.0,17.0,44.0,3.3,7.2,0.224,24.0,10.952381,c,0.0,0.0,0.0,1.952381,6.3809524,2.6190476
2487,423,"Cola, carrefour",d,1406.0,0.1,65.0,0.0,4.1,0.0,14.0,13.952381,b,1.3809524,3.047619,0.0,0.0,6.3809524,3.1428571
4300,424,Petales sales,d,2029.0,2.1,0.5,4.0,3.5,0.96,14.0,11.714286,c,1.047619,0.42857143,2.4285714,1.952381,5.8571429,0.0
908,425,Rosette de Lyon Allegee en matiere grasse,e,1226.0,8.5,1.0,0.0,29.0,1.6,21.0,11.142857,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
5374,426,Des de Comte,d,1784.0,23.0,0.5,1.2,27.0,0.36,12.0,11.952381,c,1.047619,0.0,2.4285714,0.0,6.9047619,1.5714286
1456,427,Copos de cereales chocolateados,d,1632.0,1.4,29.0,0.0,9.5,0.092,12.0,12.380952,c,1.3809524,1.4761905,0.0,0.0,6.9047619,2.6190476
2467,428,Fougasse olive,d,1602.0,8.9,1.11,0.0,15.0,0.56,18.0,11.571429,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
3827,429,Crunchy chocolate intenso,d,1902.0,7.5,19.0,6.6,8.5,0.14,12.0,13.285714,b,1.047619,0.42857143,0.85714286,1.952381,6.3809524,2.6190476
4454,430,Camembert de Normandie au lait cru,e,1188.0,16.0,0.5,0.0,21.0,0.68,28.0,12.142857,c,2.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
5339,431,Stick&Choc Chocolat lait,e,2116.0,15.0,39.0,2.3,7.0,0.12,23.0,10.095238,c,8.8817842e-16,0.0,0.0,1.0952381,6.3809524,2.6190476
4969,432,Tartes aux poireaux,c,958.0,6.7,2.0,2.1,6.0,0.32,9.0,14.380952,b,2.4761905,0.42857143,2.4285714,1.0952381,6.3809524,1.5714286
4213,433,Pain d'epices Nature,d,1433.0,0.3,42.0,4.6,4.7,0.224,11.0,15.380952,b,1.3809524,3.047619,0.0,1.952381,6.3809524,2.6190476
270,434,Veloute legumes saveur du Sud,b,142.0,0.4,2.3,1.7,0.5,0.22,1.0,15.380952,b,3.047619,3.047619,2.4285714,0.42857143,3.8095238,2.6190476
4121,435,Mogette de Vendee,a,272.0,0.1,0.5,0.0,4.9,0.264,-6.0,17.52381,a,3.047619,3.047619,2.4285714,0.0,6.3809524,2.6190476
341,436,Bugne citron,e,1824.0,12.2,9.8,0.0,9.8,0.372,21.0,10.809524,c,1.047619,0.0,1.2857143,0.0,6.9047619,1.5714286
3620,437,Fruits de mer,e,2363.0,14.0,49.0,2.6,6.9,0.032,25.0,10.619048,c,0.0,0.0,0.0,1.0952381,6.3809524,3.1428571
4216,438,Surimi,c,414.0,0.3,6.0,0.0,10.0,0.6,3.0,14.809524,b,3.047619,3.047619,1.3809524,0.0,6.9047619,0.42857143
4174,439,Desserts riz au lait vanille,b,531.0,1.8,13.0,0.0,3.4,0.072,2.0,14.285714,b,3.047619,1.4761905,1.2857143,0.0,5.8571429,2.6190476
4951,440,Pulpe de tomates pelees en des au jus,a,100.0,0.0,2.9,1.2,1.4,0.1,-5.0,16.952381,b,3.6666667,3.047619,2.4285714,0.0,5.1904762,2.6190476
4600,441,Confiture d'abricot,d,1021.0,0.0,60.0,0.0,0.0,0.0,12.0,8.5714286,d,2.3809524,3.047619,0.0,0.0,0.0,3.1428571
4178,442,Petits pois carottes vapeur,a,389.0,0.2,3.5,5.0,3.8,0.2,-9.0,19.47619,a,3.047619,3.047619,2.4285714,1.952381,6.3809524,2.6190476
395,443,Tuiles/Chips Saveur Paprika,c,2105.0,2.0,5.3,4.0,4.8,0.6,10.0,11.619048,c,1.047619,0.42857143,1.3809524,1.952381,6.3809524,0.42857143
173,444,Pain de mie  Sans croa»te,a,1005.0,0.7,7.0,5.5,8.1,0.4,-3.0,16.619048,b,2.3809524,3.047619,1.3809524,1.952381,6.3809524,1.4761905
5325,445,Couscous grain moyen,a,1526.0,0.3,2.0,3.0,12.0,0.01016,-4.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
2004,446,Yaourt Nature,a,180.0,0.7,4.2,0.0,4.0,0.052,-2.0,18.047619,a,3.047619,3.047619,2.4285714,0.0,6.3809524,3.1428571
1415,447,Des de Fourme d'Ambert (28 % M.G.),e,1410.0,19.0,0.5,0.0,20.0,1.0,19.0,10.714286,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.0
2303,448,Cheddar apero salade,d,1644.0,20.0,0.1,0.0,26.0,0.76,17.0,10.380952,c,1.047619,0.0,2.4285714,0.0,6.9047619,0.0
4562,449,Wasabi,b,907.0,0.8,7.4,1.8,6.8,0.28,1.0,15.47619,b,2.4761905,2.2857143,1.2857143,0.42857143,6.3809524,2.6190476
1361,450,Brioche tressee aux pepites de chocolat et perles de sucre,d,1510.0,6.7,22.0,0.0,7.9,0.32,17.0,10.619048,c,1.3809524,0.42857143,0.85714286,0.0,6.3809524,1.5714286
28,451,Langres appellation d'origine protegee,d,1149.0,15.0,0.5,0.9,16.0,0.64,15.0,12.142857,c,2.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
5191,452,Pois casses,a,1402.0,0.1,3.9,13.0,20.0,0.008,-6.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
1457,453,Chocolat noirCoeur Cafe,d,1414.0,14.0,30.0,2.3,3.4,0.064,18.0,11.47619,c,1.3809524,0.0,0.0,1.0952381,5.8571429,3.1428571
2067,454,P'tit dej,d,1908.0,8.0,26.0,5.5,8.0,0.24,14.0,12.428571,c,1.047619,0.42857143,0.0,1.952381,6.3809524,2.6190476
5075,455,Aioli a  la Provena§ale,d,2280.0,4.5,0.8,0.5,1.6,0.36,13.0,9.6190476,c,0.0,0.42857143,2.4285714,0.0,5.1904762,1.5714286
388,456,Craªpettes,e,2285.0,14.0,14.0,1.8,9.1,0.64,25.0,9.047619,c,-1.5543122e-15,0.0,1.2857143,0.42857143,6.9047619,0.42857143
2601,457,Jambon cuit superieur decouenne degraisse,d,573.0,2.5,0.0,0.0,19.0,0.84,12.0,12.809524,c,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.0
2986,458,"Carrefour Bifidus Lait Fermente Au Muesli, 4 Pack At 125g Each",b,418.0,2.3,12.0,1.8,3.8,0.04,2.0,14.714286,b,3.047619,0.42857143,1.2857143,0.42857143,6.3809524,3.1428571
494,459,Haricots rouges,a,435.0,0.1,1.2,7.9,8.4,0.2,-7.0,19.47619,a,3.047619,3.047619,2.4285714,1.952381,6.3809524,2.6190476
2545,460,Riz long grain,b,1502.0,0.0,0.0,0.0,7.4,0.008,0.0,16.380952,b,1.3809524,3.047619,2.4285714,0.0,6.3809524,3.1428571
3804,461,Piperade,b,246.0,0.3,6.3,2.1,1.4,0.36,2.0,15.333333,b,3.047619,3.047619,1.3809524,1.0952381,5.1904762,1.5714286
1705,462,Brioche tressee  aux pepites de chocolat,d,1530.0,3.5,15.0,2.5,8.7,0.44,12.0,12.047619,c,1.3809524,0.42857143,1.2857143,1.0952381,6.3809524,1.4761905
5454,463,Maasdam,d,1448.0,18.0,0.0,0.0,25.0,0.48,14.0,12.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,1.4285714
899,464,Pain de viande,d,845.0,5.2,2.0,0.8,14.0,0.68,14.0,12.666667,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.42857143
332,465,Cacahuetes grillees salees,d,2590.0,7.1,5.1,0.0,27.0,0.32,18.0,10.285714,c,0.0,0.42857143,1.3809524,0.0,6.9047619,1.5714286
5338,466,X'trem coeur fondant speculoos,d,1875.0,3.9,22.0,3.2,7.2,0.28,12.0,13.285714,b,1.047619,0.42857143,0.85714286,1.952381,6.3809524,2.6190476
